name	bad_versions	incident	confidence	sources
rke	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
rkflashtool	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
rkward-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
roccat-dkms	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
rock	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
rodentbane-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
rog-helper-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
rolo	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ros2-arch-deps	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ros2-humble-nav2-msgs	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
rstudio-server-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
rtags	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
rtags-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
rtbth-dkms	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
rtf2latex2e	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
rtorrent-ps	*	atomic-arch-2026-06	single-source	aur-git-mirror
rtorrent-pyro-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
rtspeccy-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
ruah-orch	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ruby-actionmailer	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ruby-actionview	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ruby-activemodel	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-activerecord	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-blankslate-2	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-classifier	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-colored	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-commander	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-compass	*	atomic-arch-2026-06	single-source	aur-git-mirror
ruby-excon	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ruby-execjs	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ruby-fast-stemmer	*	atomic-arch-2026-06	single-source	aur-git-mirror
ruby-haste	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ruby-kramdown-rfc2629	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ruby-libvirt	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-mpd	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ruby-oauth	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ruby-parslet-1.5	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ruby-pusher-client	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-pygments.rb	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-railties	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-rubysdl	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-selenium-webdriver	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ruby-sprockets	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-sprockets-rails	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ruby-thread_safe	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ruby-travis	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
rumor	*	atomic-arch-2026-06	single-source	aur-git-mirror
run-mailcap	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
runescape-launcher	2.2.12 (commit cf0b627a, 2026-06-11T13:54:56Z; pkgrel not stated)	atomic-arch-2026-06	primary-source	aur-general-thread,cscs-list,grht-list,aur-git-mirror,cachyos-forum
rxvt-unicode-256xresources	*	atomic-arch-2026-06	single-source	aur-git-mirror
sachesi-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sakura-launcher-gui	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
saleae-logic	*	atomic-arch-2026-06	single-source	aur-git-mirror
saleae-logic-beta	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
salt-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
samba-mounter-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
samsungctl	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sandlock	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
satanic-icon-themes	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sawfish-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sbt-extras-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
scallion	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
scangearmp-mg3500series	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
scanssh	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
scavenger	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
scm	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
screenpipe-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
sdcc-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
sddm-stellar-theme	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sdformat	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
seahorse-nautilus	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
selenium-server-standalone	*	atomic-arch-2026-06	single-source	aur-git-mirror
sentry	*	atomic-arch-2026-06	single-source	aur-git-mirror
sequencer64-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
sex	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sfarkxtc	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
sfnt2woff	*	atomic-arch-2026-06	single-source	aur-git-mirror
shadow-tech	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
shadowgrounds	*	atomic-arch-2026-06	single-source	aur-git-mirror
sheeplifter	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
shellcheck-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
shellinabox-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
shhmsg	1.4.2-6	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
shhopt	1.1.7-7	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
shifty-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
shrinkpdf	*	atomic-arch-2026-06	single-source	aur-git-mirror
sickrage-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
sidplay2-libs	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
signald	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
silver-searcher-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sixfireusb-dkms	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
skanlite-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
skdet	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
slim-unicode	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
slime-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
slipnet	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
slipnet-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
smartsim-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
smenu	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
smenu-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
smolrtsp	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
smolrtsp-libevent	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
snapd-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
snis-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
snowman-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
snry-shell-bin	*	atomic-arch-2026-06	single-source	aur-git-mirror
snry-shell-qs	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
so-synth-lv2-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
soapyptezuka	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
socnetv	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
softethervpn-client-manager	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sogo2	*	atomic-arch-2026-06	single-source	aur-git-mirror
solara-kernel-headers	*	atomic-arch-2026-06	primary-source	aur-general-thread,grht-list,aur-git-mirror,cscs-list
soldat-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
sonar-icon-theme	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sonixd	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sonosano	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
sope2	*	atomic-arch-2026-06	single-source	aur-git-mirror
soundpaad-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
soxt	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
spigot-plugin-essentials	*	atomic-arch-2026-06	single-source	aur-git-mirror
splashtop-business	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
spring-ba	*	atomic-arch-2026-06	single-source	aur-git-mirror
sqliteman	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sqsh	*	atomic-arch-2026-06	single-source	aur-git-mirror
squirrelmail	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
sshuttlee	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
sshuttlee-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
stable-diffusion-webui-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
staden	*	atomic-arch-2026-06	single-source	aur-git-mirror
staden-io_lib	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
stag-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
statusnotifier	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
stegsolve	*	atomic-arch-2026-06	single-source	aur-git-mirror
stencyl	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
stlarch_font	*	atomic-arch-2026-06	single-source	aur-git-mirror
stompbox-jack-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
streetsofrageremake	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
stripe-cli	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
structuresynth	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
stylelint-config-recommended	15.0.0-1	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
stylelint-config-standard	37.0.0-1	atomic-arch-2026-06	primary-source	aur-git-mirror
subbrute	1.2.1-4	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
sublime-music	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sublist3r-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
submarine	*	atomic-arch-2026-06	single-source	aur-git-mirror
subprocess	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
subsync	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
sunclock	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
sundtek	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
svu	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
sway-screenshot	*	atomic-arch-2026-06	single-source	aur-git-mirror
sway-xkb-switcher	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
switchboard-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
sword-svn	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
sync-my-l2p	*	atomic-arch-2026-06	single-source	aur-git-mirror
syslog-notify	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
t4kcommon	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
tack	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
taipan	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
taoframework	*	atomic-arch-2026-06	single-source	aur-git-mirror
tarantool	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
taskunifier	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
tasmotizer-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
tbs-dvb-drivers	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
tbsecp3-driver-git-dkms	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
tcpstat	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
tdesktop-nolimit	*	atomic-arch-2026-06	single-source	aur-git-mirror
telegram-desktop-dev	*	atomic-arch-2026-06	single-source	aur-git-mirror
telegram-tdlib-purple-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
telepresence	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
termbox-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
terminusmod	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
tesseract-gui	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
texlive-moderncv-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
textsuggest-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
thinkingrock	*	atomic-arch-2026-06	single-source	aur-git-mirror
thinkwatt	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
thunar-nextcloud-plugin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
thunderbird-conversations	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
thunderbird-sieve	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
tiemu	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
tif22pnm	*	atomic-arch-2026-06	single-source	aur-git-mirror
tiger	*	atomic-arch-2026-06	single-source	aur-git-mirror
tinyemu	2019_12_21-4	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
tllocalmgr-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
tlpui-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
tnote	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
toggldesktop	*	atomic-arch-2026-06	single-source	aur-git-mirror
toggldesktop-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
tomighty	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
toolsched	*	atomic-arch-2026-06	single-source	aur-git-mirror
toontown-rewritten	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
tor-messenger-bin	*	atomic-arch-2026-06	single-source	aur-git-mirror
tora	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
torch7-cutorch-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
torch7-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,aur-git-mirror,cachyos-forum
torch7-image-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
torch7-trepl-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
tortoisehg-hg	*	atomic-arch-2026-06	single-source	aur-git-mirror
touchhle	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
touchosc-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
toybox	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
tpp	*	atomic-arch-2026-06	single-source	aur-git-mirror
trace-cmd-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
tracks	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
tramp	*	atomic-arch-2026-06	single-source	aur-git-mirror
transcreen	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
translate-shell-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
transmission-gtk-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
truestudio	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
trytond	*	atomic-arch-2026-06	single-source	aur-git-mirror
tsm	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
tsocks-tools	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ttcp	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ttf-consolas-powerline	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ttf-dejavu-emojiless	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ttf-dejavu-sans-mono-powerline-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ttf-essays	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ttf-impallari-dosis	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ttf-lcsmith-typewriter	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ttf-material-design-icons-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,aur-git-mirror,cachyos-forum
ttf-mutant-emoji	*	atomic-arch-2026-06	single-source	aur-git-mirror
ttf-pizzadude-bullets	*	atomic-arch-2026-06	single-source	aur-git-mirror
ttf-roboto-fontconfig	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ttf2eot	*	atomic-arch-2026-06	single-source	aur-git-mirror
tunacode-cli	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
tup-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
tuxboot-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
tvnamer	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
tweeny	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
typing-game-cli	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ucsf-chimera	*	atomic-arch-2026-06	single-source	aur-git-mirror
udev-browse-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
udfclient	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
uget-integrator	*	atomic-arch-2026-06	single-source	aur-git-mirror
ukui-notification-daemon	1.0.3-1	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
undistract-me-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
uni2ascii	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
unifi-beta	*	atomic-arch-2026-06	single-source	aur-git-mirror
unyaffs	*	atomic-arch-2026-06	single-source	aur-git-mirror
uplink-hib	*	atomic-arch-2026-06	single-source	aur-git-mirror
upower-nocritical	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
urbanbrawl-wad	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
urh	*	atomic-arch-2026-06	single-source	aur-git-mirror
urho3d	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
urjtag-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
usbmount	*	atomic-arch-2026-06	single-source	aur-git-mirror
v2ray-geoip-custom	*	atomic-arch-2026-06	single-source	aur-git-mirror
vapoursynth-preview-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
vbam-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
vcp-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
vdirsyncer-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
vdrift	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
vectr	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
veracrypt-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
verso-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
vertx	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
vidalia	*	atomic-arch-2026-06	single-source	aur-git-mirror
vidcutter	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
video-contact-sheet	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
viennacl	*	atomic-arch-2026-06	single-source	aur-git-mirror
vim-clang-complete-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
vim-delimitmate	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
vim-easymotion	3.0.1-7	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
vim-fortran	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
vim-gitgutter	768.256702d-3	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
vim-hexman	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
vim-indent-object	1.1.2-9	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
vim-lighttpd	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
vim-live-latex-preview	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
vim-manpageview	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
vim-molokai	1.1-9	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
vim-molokai-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
vim-octave	4.2.0-1	atomic-arch-2026-06	primary-source	aur-git-mirror
vim-omlet	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
vim-pandoc-syntax-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
vim-pathogen-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
vim-perl-support	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
