name	bad_versions	incident	confidence	sources
123pan-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
1code	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
8188eu-dkms	*	atomic-arch-2026-06	single-source	aur-git-mirror
8192eu-dkms-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
abntex	*	atomic-arch-2026-06	single-source	aur-git-mirror
acpitool	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
actual-ai	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
adapta-gtk-theme-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
adblock2privoxy	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
adom-noteye	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
adsuck	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
aion-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
akira-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
akonadi-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
aksusbd	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
albion-online-launcher-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
alfont	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
alienfx	*	atomic-arch-2026-06	primary-source	aur-general-thread,grht-list,aur-git-mirror,cscs-list
alienfx-lite	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
alock-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
alternating-layouts-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
alttab-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
alvr	*	atomic-arch-2026-06	primary-source	linuxiac,aur-general-thread,cscs-list,grht-list,aur-git-mirror,cachyos-forum
alvr-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
ambiance-radiance-colors-suite	*	atomic-arch-2026-06	single-source	aur-git-mirror
amdgpu-fancontrol-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
amdguid-wayland-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
amide	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
amtterm	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
amule-dlp-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
android-backup-extractor	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
android-docs	*	atomic-arch-2026-06	single-source	aur-git-mirror
android-google-play-apk-expansion	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
android-google-play-licensing	*	atomic-arch-2026-06	single-source	aur-git-mirror
android-signapk	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
android-signapk-gui	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
android-support-repository	*	atomic-arch-2026-06	primary-source	aur-general-thread,cscs-list,aur-git-mirror,cachyos-forum
androidscreencast-bin	*	atomic-arch-2026-06	single-source	aur-git-mirror
annobin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ansible-language-server	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ant-dracula-gtk-theme	*	atomic-arch-2026-06	single-source	aur-git-mirror
antfs-cli-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
antichamber	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
antileech	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
anythingllm-appimage	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
anythingllm-cli-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,grht-list,aur-git-mirror,cscs-list
apache-ant-contrib	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
apk-installer-gui	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
apm_planner-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
apothem	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
apple-music-desktop	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
apprenticevrsrc-bin	*	atomic-arch-2026-06	single-source	aur-git-mirror
apwal	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
aquaria-ose	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ar-smileys	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
arachnophilia	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
arcadia	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
arch-palemoon-search	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
arch-update-vai	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
archivemail	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
archjh	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
archlinux-themes-balou	*	atomic-arch-2026-06	single-source	aur-git-mirror
archlinux-themes-slim	1.2-7	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
archmage	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
archtex-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
arduino-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
argouml	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
aria2fe	*	atomic-arch-2026-06	single-source	aur-git-mirror
ariang-allinone	*	atomic-arch-2026-06	single-source	aur-git-mirror
arm-linux-gnueabihf-binutils	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,aur-git-mirror,cachyos-forum
arm-linux-gnueabihf-glibc-headers	*	atomic-arch-2026-06	single-source	aur-git-mirror
arm-linux-gnueabihf-linux-api-headers	*	atomic-arch-2026-06	single-source	aur-git-mirror
armitage-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
artanis-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ascii-rain-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
asciiworld-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
astah-uml	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
astro-editor-appimage	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
asus-fan-dkms-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
atlassian-confluence	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
atlassian-plugin-sdk	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
atolm-openbox-theme	*	atomic-arch-2026-06	single-source	aur-git-mirror
atomicwalet	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
atomicwalllet	*	atomic-arch-2026-06	primary-source	aur-general-thread,aur-git-mirror,cscs-list
audible-activator-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
audiere	*	atomic-arch-2026-06	single-source	aur-git-mirror
audiotube-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
auryo	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
autohand-cli	*	atomic-arch-2026-06	primary-source	aur-general-thread,grht-list,aur-git-mirror,cscs-list
autolabel	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
autolatex	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
autologin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
autozen	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
avarice-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
avogadro2-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
avra	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
awesome-cinnamon	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
awesome-revelation-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
awoken-icons	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
aws-cli-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
aws-sam-cli	*	atomic-arch-2026-06	single-source	aur-git-mirror
ayatana-indicator-application	*	atomic-arch-2026-06	single-source	aur-git-mirror
azurlaneautoscript	*	atomic-arch-2026-06	primary-source	aur-general-thread,grht-list,aur-git-mirror,cscs-list
backup2l	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
backwild	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
balena-cli	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
barrier-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
batman-adv	*	atomic-arch-2026-06	single-source	aur-git-mirror
bazel-buildtools	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
bbswitch-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
bcachefs-kernel-dkms-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
bcalc	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
bcnc	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
bdf-creep	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
beancount-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
beebeep	5.8.6-2	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
beef	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
beets-copyartifacts-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
bibtex2html	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
bicon-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
bin32-jre	*	atomic-arch-2026-06	single-source	aur-git-mirror
bing-wallpaper-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
binnavi	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
biosdevname	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
bitcoin-core-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
blackfire-agent	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
blender-plugin-vectex	*	atomic-arch-2026-06	single-source	aur-git-mirror
bleufear-gtk-theme	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
blinkenlib	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
blogc	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
blt	*	atomic-arch-2026-06	single-source	aur-git-mirror
blueprint-compiler-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
blueproximity-py3-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
booklore	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
boostnote-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
borg-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
bouml	*	atomic-arch-2026-06	single-source	aur-git-mirror
bpytop-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
bracket	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
brightness-controller-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
brother-hl3150cdw	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
brother-hll6200dw	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
brow6el	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
brow6el-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
brscan3	*	atomic-arch-2026-06	single-source	aur-git-mirror
bsnes-plus-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
burn-cd	*	atomic-arch-2026-06	single-source	aur-git-mirror
c++-gtk-utils-gtk2	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
caelum	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
camotics	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
canon-pixma-mg3000-complete-fixed	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
capt-src	*	atomic-arch-2026-06	single-source	aur-git-mirror
capture	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cardano-node	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cartridge-cli	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
castawesome	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
castersoundboard-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
cattle	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cavestory+-hb	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cb2bib	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
ccase-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,grht-list,aur-git-mirror,cscs-list
cccc	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ccl-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
ccminer-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
ccsm-gtk3	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cdo	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
centerim5-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cerbere-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
cerebro	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cgminer	4.11.1-10	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cgvg	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
charcoal	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
chexquest3-wad	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
chez-scheme-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
chipmachine	*	atomic-arch-2026-06	single-source	aur-git-mirror
chipmunk	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
chisel	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
chromeos-apk-git	*	atomic-arch-2026-06	single-source	aur-git-mirror
cinny-desktop-system-tray	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cint	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cjs-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
clai	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
clamfs	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
clang15	15.0.7-4	atomic-arch-2026-06	primary-source	aur-git-mirror
clang19	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
clash-mi	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
claude-code-router	*	atomic-arch-2026-06	single-source	aur-git-mirror
clevo-xsm-wmi	1.1-3	atomic-arch-2026-06	primary-source	aur-git-mirror
cling-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,aur-git-mirror,cachyos-forum
clipgrab-kde	3.8.14-1	atomic-arch-2026-06	primary-source	aur-git-mirror
cmake-modules-webos-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cmospwd	*	atomic-arch-2026-06	single-source	aur-git-mirror
cmuclmtk	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cnijfilter-common	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,aur-git-mirror,cachyos-forum
cnijfilter-common-mg5400	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cnijfilter-ip110	5.00-1	atomic-arch-2026-06	primary-source	aur-git-mirror
cnijfilter-mp550	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
code-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
codeclimate	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
codeigniter	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
codenomad-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
codeql-cli-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
coffeescript-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cogpit-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,grht-list,aur-git-mirror,cscs-list
colorhug-client	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
colorsvn	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
colorz	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
compiler-rt19	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
compiz-fusion-plugins-experimental	0.8.18-1	atomic-arch-2026-06	primary-source	aur-git-mirror
compiz-fusion-plugins-experimental-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
compiz-fusion-plugins-extra	*	atomic-arch-2026-06	single-source	aur-git-mirror
compiz-fusion-plugins-extra-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
compizconfig-python	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
compizconfig-python-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
complexity	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
connman-ncurses	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
connman-ncurses-git	20150726-1	atomic-arch-2026-06	primary-source	aur-git-mirror
connman-ui-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
containerd-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
contemporary-cursors	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
controllermap	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
coolreader	3.2.59-8	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
coolreader3-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
coppeliasim-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cowdancer	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
coyim	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cpp-netlib	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cppreference-devhelp	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cpu-monitor-extension-lxpanel-plugin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cpufreqd	*	atomic-arch-2026-06	single-source	aur-git-mirror
cpuminer-multi	*	atomic-arch-2026-06	single-source	aur-git-mirror
cpuminer-multi-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cpuset	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
craftbukkit-plugin-worldedit	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
createvm	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cross-mingw-w64-gdb	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cryptoplugin	*	atomic-arch-2026-06	single-source	aur-git-mirror
cryptowatch-desktop-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cubieboard-livesuit	*	atomic-arch-2026-06	single-source	aur-git-mirror
cura	5.3.0-1	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cura-plugin-octoprint-git	r399.3a2a058-1	atomic-arch-2026-06	primary-source	aur-git-mirror
curecoin-qt-git	v2.1.0.1.r0.gc06a7b2-1	atomic-arch-2026-06	primary-source	aur-git-mirror
curseradio-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
customizepkg-patching	20-2	atomic-arch-2026-06	primary-source	research-2026-06-12
cutefish-calculator	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-core	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-dock	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-filemanager	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-icons	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-launcher	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-qt-plugins	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-screenlocker	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-screenshot	0.8-3	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-settings	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-statusbar	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutefish-wallpapers	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cutemarked-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cvs-feature-bin	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
cvs2svn	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,aur-git-mirror
cwiid	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
cynthiune.app	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis,cscs-list,grht-list,aur-git-mirror,cachyos-forum
d1x-rebirth	*	atomic-arch-2026-06	single-source	aur-git-mirror
daala-git	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
daggerfall-addons	*	atomic-arch-2026-06	primary-source	aur-general-thread,ioctl-analysis
